,image_name,Side_Face,L_Cheek_Up_S,R_Cheek_Up_S,L_Cheek_Out_S,R_Cheek_Out_S,L_Jaw_Up,R_Jaw_Up,L_Jaw_Out,R_Jaw_Out,M_Chin_Up,Jaw_Back_Thick
0,b1.jpg,39.0,-18.809999465942383,-18.809999465942383,45.790000915527344,45.790000915527344,-0.38999998569488525,-0.38999998569488525,-2.059999942779541,-2.059999942779541,-86.0199966430664,-21.48
1,Kush.jpg,28.0,68.04000091552734,68.04000091552734,71.7699966430664,71.7699966430664,-4.510000228881836,-4.510000228881836,-1.9600000381469727,-1.9600000381469727,-81.08999633789062,-33.88
2,Pankaj.jpg,36.0,40.459999084472656,40.459999084472656,-19.719999313354492,-19.719999313354492,30.719999313354492,30.719999313354492,-14.1899995803833,-14.1899995803833,-81.95999908447266,-36.0
